User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
5094,4123.5,3286.65,1478.87,5,-642.01,0.22,Medium,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,No
5095,2812.72,2137.94,440.02,5,234.77,0.56,Medium,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,No
5096,9882.2,8749.24,647.33,4,485.63,0.03,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Retirement,Yes
5097,17191.88,14085.72,2986.14,1,120.02,0.66,Long,Low,Equity,Beginner,Medium,Vacation,Education Fund,Retirement,Yes
5098,6723.35,4687.96,703.34,2,1332.05,0.52,Short,Moderate,Money Market,Beginner,High,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
5099,9590.83,8280.62,1609.02,4,-298.82,0.67,Short,Low,Debt,Beginner,Medium,Emergency Fund,Home Renovation,Retirement,Yes
5100,2718.61,2542.37,650.49,4,-474.25,0.18,Short,High,Debt,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
5101,10083.41,5216.66,4250.06,3,616.69,0.68,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Car Purchase,Retirement,Yes
5102,12397.04,9952.55,4212.06,4,-1767.57,0.36,Medium,Moderate,Debt,Beginner,Medium,Vacation,Education Fund,Retirement,No
5103,12276.33,6598.45,1351.65,2,4326.22,0.11,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Home Renovation,Long-Term Security,Yes
5104,7983.68,4959.17,4163.16,5,-1138.65,0.72,Short,Low,Debt,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,Yes
5105,7679.6,6637.71,1551.29,4,-509.4,0.56,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,Yes
5106,3919.23,4166.23,17.05,3,-264.05,0.13,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
5107,8602.37,9237.43,687.2,1,-1322.26,0.2,Long,High,Mutual Fund,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
5108,3790.9,2067.8,2360.69,2,-637.58,0.22,Short,High,Debt,Beginner,Low,Emergency Fund,Car Purchase,Long-Term Security,No
5109,15798.73,12203.23,534.79,1,3060.71,0.77,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Long-Term Security,Yes
5110,19392.94,17045.5,3626.38,4,-1278.95,0.71,Long,High,Equity,Expert,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
5111,19461.34,11591.09,10768.34,5,-2898.08,0.28,Short,Low,Debt,Beginner,High,Emergency Fund,Education Fund,Long-Term Security,Yes
5112,17571.28,17527.9,34.49,3,8.89,0.37,Long,High,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
5113,12814.26,12606.06,1748.29,2,-1540.09,0.23,Long,Moderate,Real Estate,Expert,Low,Vacation,Education Fund,Long-Term Security,No
5114,14615.58,15889.65,783.14,5,-2057.2,0.59,Medium,Low,Equity,Intermediate,Medium,Short-Term Savings,Education Fund,Retirement,Yes
5115,7133.7,3606.2,1719.07,2,1808.43,0.13,Short,Low,Money Market,Intermediate,Low,Vacation,Home Renovation,Retirement,Yes
5116,13353.87,8557.76,4685.74,3,110.37,0.27,Long,High,Real Estate,Expert,High,Short-Term Savings,Home Renovation,Long-Term Security,No
5117,10201.69,10586.0,87.28,3,-471.59,0.48,Short,Moderate,Bonds,Intermediate,Low,Short-Term Savings,Home Renovation,Retirement,Yes
5118,10676.31,9991.72,2123.53,4,-1438.93,0.7,Long,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Wealth Accumulation,No
5119,15639.98,16912.34,8.31,2,-1280.68,0.51,Short,High,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
5120,7074.53,3800.2,1439.29,4,1835.03,0.75,Short,Low,Money Market,Intermediate,Low,Emergency Fund,Education Fund,Retirement,No
5121,7724.71,6859.75,1214.49,2,-349.53,0.74,Medium,Moderate,Equity,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,Yes
5122,18643.55,16217.66,2320.42,2,105.47,0.57,Medium,Low,Debt,Beginner,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
5123,3012.04,1575.86,626.81,1,809.36,0.22,Short,Moderate,Debt,Intermediate,Low,Vacation,Car Purchase,Retirement,Yes
5124,10741.42,8956.08,3268.19,4,-1482.85,0.55,Long,High,Equity,Intermediate,High,Emergency Fund,Home Renovation,Retirement,No
5125,18430.41,16517.12,5234.48,2,-3321.19,0.15,Medium,Moderate,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
5126,12986.53,8108.02,6531.72,2,-1653.21,0.27,Long,High,Real Estate,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
5127,11835.33,8020.38,3229.68,3,585.27,0.61,Long,High,Equity,Expert,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
5128,6495.4,5951.25,1629.71,1,-1085.57,0.68,Short,High,Bonds,Beginner,Low,Vacation,Education Fund,Wealth Accumulation,Yes
5129,8178.96,6579.12,2979.57,3,-1379.73,0.33,Medium,Low,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
5130,17336.87,18337.36,1009.54,4,-2010.03,0.42,Long,Low,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Long-Term Security,Yes
5131,12065.93,8718.21,1632.9,4,1714.81,0.31,Medium,Moderate,Equity,Beginner,High,Emergency Fund,Education Fund,Retirement,No
5132,11265.36,7585.29,583.02,2,3097.05,0.38,Medium,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5133,3792.43,4323.99,108.72,5,-640.28,0.41,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Education Fund,Wealth Accumulation,No
5134,2288.51,2499.59,233.37,3,-444.46,0.55,Long,High,Real Estate,Expert,High,Vacation,Car Purchase,Wealth Accumulation,No
5135,19346.33,10037.75,7391.55,4,1917.03,0.6,Medium,Low,Debt,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,Yes
5136,8785.75,8794.3,1167.3,2,-1175.85,0.78,Long,High,Real Estate,Beginner,High,Emergency Fund,Education Fund,Retirement,No
5137,12857.84,7351.05,911.92,2,4594.87,0.35,Short,High,Money Market,Beginner,High,Emergency Fund,Education Fund,Wealth Accumulation,No
5138,3434.87,1778.8,336.27,3,1319.8,0.07,Long,Moderate,Equity,Beginner,High,Vacation,Car Purchase,Retirement,No
5139,14296.06,9691.33,3466.8,2,1137.93,0.55,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Education Fund,Retirement,No
5140,18786.2,12682.09,9380.75,1,-3276.65,0.4,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Retirement,No
5141,12361.97,12764.45,746.8,5,-1149.27,0.67,Long,High,Equity,Beginner,High,Vacation,Home Renovation,Retirement,No
5142,4270.08,4107.53,892.02,3,-729.47,0.12,Long,Low,Real Estate,Beginner,High,Emergency Fund,Car Purchase,Retirement,No
5143,12470.99,14192.56,92.94,3,-1814.51,0.52,Short,High,Debt,Intermediate,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
5144,15794.25,15201.7,2314.68,3,-1722.13,0.37,Long,High,Mutual Fund,Beginner,High,Vacation,Education Fund,Wealth Accumulation,Yes
5145,9315.5,7190.32,2395.41,2,-270.23,0.34,Short,Low,Debt,Beginner,Low,Emergency Fund,Education Fund,Long-Term Security,No
5146,17837.08,17021.98,3768.42,2,-2953.31,0.45,Medium,High,Debt,Intermediate,High,Vacation,Home Renovation,Long-Term Security,Yes
5147,13676.29,15722.93,2.28,3,-2048.92,0.55,Short,Moderate,Bonds,Intermediate,Low,Short-Term Savings,Home Renovation,Long-Term Security,No
5148,18186.48,17487.98,823.51,3,-125.0,0.68,Medium,Low,Debt,Expert,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
5149,13223.1,13158.21,595.25,1,-530.36,0.19,Short,Low,Bonds,Intermediate,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
5150,4363.18,4842.86,373.3,4,-852.98,0.23,Long,High,Equity,Intermediate,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5151,7574.45,4346.78,728.9,1,2498.77,0.44,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
5152,5632.31,5396.37,50.36,3,185.58,0.28,Short,Low,Bonds,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
5153,18358.88,19332.34,1442.15,2,-2415.61,0.45,Medium,High,Debt,Beginner,High,Short-Term Savings,Education Fund,Retirement,No
5154,15687.2,17575.09,660.46,2,-2548.35,0.16,Long,Moderate,Equity,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
5155,14175.17,9031.43,6734.46,3,-1590.72,0.25,Short,Moderate,Money Market,Beginner,Low,Vacation,Home Renovation,Retirement,Yes
5156,7417.39,6138.29,2621.3,4,-1342.2,0.26,Long,High,Equity,Expert,High,Vacation,Car Purchase,Retirement,Yes
5157,5312.81,5006.58,737.15,5,-430.93,0.79,Long,High,Equity,Expert,High,Short-Term Savings,Car Purchase,Retirement,No
5158,15616.12,10319.98,7829.96,5,-2533.82,0.68,Long,Moderate,Mutual Fund,Intermediate,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5159,10534.84,9379.25,2365.88,1,-1210.28,0.67,Short,Moderate,Debt,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,Yes
5160,6064.21,4047.41,854.43,4,1162.37,0.41,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
5161,13099.2,9388.81,5877.11,5,-2166.73,0.37,Medium,Moderate,Mutual Fund,Intermediate,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
5162,2726.01,2145.33,751.46,4,-170.78,0.06,Medium,Moderate,Debt,Intermediate,High,Short-Term Savings,Home Renovation,Retirement,No
5163,7871.06,6642.97,1160.42,2,67.67,0.16,Long,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
5164,10434.03,8264.66,2895.22,2,-725.86,0.72,Short,Low,Money Market,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,No
5165,4663.25,3826.56,710.06,4,126.63,0.42,Short,High,Bonds,Beginner,Medium,Vacation,Education Fund,Long-Term Security,No
5166,19723.78,13689.93,1139.39,3,4894.45,0.79,Long,Low,Equity,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
5167,5763.75,3477.43,2472.62,5,-186.3,0.47,Short,Moderate,Bonds,Intermediate,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
5168,4346.36,2306.95,2397.01,5,-357.6,0.3,Short,Moderate,Bonds,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
5169,5663.63,3553.28,2363.57,2,-253.22,0.22,Long,High,Mutual Fund,Beginner,High,Vacation,Car Purchase,Long-Term Security,No
5170,15843.1,13914.41,1167.87,1,760.82,0.73,Long,Moderate,Equity,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,Yes
5171,9659.1,9765.11,1746.64,5,-1852.64,0.3,Long,High,Equity,Intermediate,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5172,12177.49,7428.4,181.44,2,4567.64,0.12,Long,High,Mutual Fund,Expert,High,Short-Term Savings,Education Fund,Long-Term Security,No
5173,2378.16,1356.89,498.0,2,523.28,0.22,Long,Moderate,Equity,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
5174,2619.76,2585.81,145.11,4,-111.15,0.52,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Education Fund,Long-Term Security,Yes
5175,10024.86,7000.89,242.02,4,2781.95,0.11,Long,High,Mutual Fund,Expert,High,Emergency Fund,Home Renovation,Long-Term Security,No
5176,16699.79,18678.3,552.38,4,-2530.89,0.07,Long,High,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5177,17934.3,17294.17,2633.9,1,-1993.77,0.37,Long,Low,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Wealth Accumulation,No
5178,3560.72,2536.63,1532.32,5,-508.23,0.07,Long,High,Equity,Intermediate,Low,Vacation,Education Fund,Long-Term Security,No
5179,11690.54,8045.46,5921.5,1,-2276.42,0.31,Long,Low,Equity,Beginner,Medium,Emergency Fund,Education Fund,Wealth Accumulation,No
5180,18438.13,15495.48,5357.86,1,-2415.21,0.26,Short,Moderate,Debt,Expert,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
5181,8983.51,4953.9,2730.68,4,1298.93,0.31,Long,Moderate,Equity,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
5182,16932.18,9761.23,7640.43,2,-469.48,0.39,Long,High,Equity,Intermediate,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,No
5183,4406.52,2706.96,2177.28,3,-477.72,0.15,Medium,High,Debt,Intermediate,High,Short-Term Savings,Education Fund,Retirement,Yes
5184,18837.1,18904.36,1721.71,2,-1788.97,0.35,Medium,Low,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Long-Term Security,No
5185,15525.62,12948.48,4460.89,2,-1883.75,0.29,Long,Moderate,Real Estate,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
5186,18944.02,9602.13,6337.56,2,3004.33,0.64,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,No
5187,14179.11,13296.97,1436.98,2,-554.84,0.56,Long,High,Real Estate,Intermediate,High,Short-Term Savings,Education Fund,Long-Term Security,Yes
5188,8541.27,6622.89,1907.94,1,10.44,0.7,Short,Low,Debt,Intermediate,Low,Vacation,Education Fund,Retirement,Yes
5189,18887.26,15715.22,4696.85,4,-1524.81,0.54,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Home Renovation,Long-Term Security,No
5190,6960.2,4448.79,2837.35,4,-325.94,0.1,Long,Moderate,Mutual Fund,Expert,High,Vacation,Education Fund,Retirement,No
5191,7979.11,6851.33,971.61,2,156.17,0.41,Long,High,Mutual Fund,Expert,High,Emergency Fund,Car Purchase,Retirement,No
5192,14614.55,16608.7,530.62,3,-2524.77,0.59,Short,Low,Money Market,Beginner,Low,Vacation,Home Renovation,Retirement,No
5193,15775.69,8640.96,9362.45,5,-2227.72,0.67,Medium,Low,Equity,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
5194,18729.26,12821.05,9425.39,2,-3517.18,0.15,Short,Low,Bonds,Beginner,Low,Vacation,Education Fund,Retirement,Yes
5195,5686.44,3741.39,700.46,2,1244.6,0.18,Short,High,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
5196,16363.96,10825.7,1699.05,3,3839.22,0.69,Long,High,Equity,Intermediate,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
5197,15293.83,11411.63,4696.85,1,-814.65,0.39,Long,High,Equity,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5198,3148.3,3248.33,219.63,2,-319.66,0.36,Medium,High,Equity,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
5199,8970.02,9807.44,23.17,3,-860.59,0.4,Long,Moderate,Real Estate,Intermediate,High,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5200,7089.78,4476.77,1398.19,1,1214.82,0.14,Long,High,Equity,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5201,7480.83,6380.53,2094.68,1,-994.39,0.5,Long,Moderate,Real Estate,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5202,19693.04,17999.13,4491.52,2,-2797.61,0.65,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Home Renovation,Long-Term Security,No
5203,13569.99,11387.77,2422.09,1,-239.87,0.67,Medium,Moderate,Debt,Intermediate,High,Emergency Fund,Education Fund,Long-Term Security,Yes
5204,14918.17,11668.24,2945.84,2,304.08,0.02,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5205,19579.12,12232.72,6526.54,2,819.86,0.57,Short,Low,Debt,Expert,Low,Short-Term Savings,Car Purchase,Long-Term Security,Yes
5206,8789.63,7184.14,737.92,4,867.57,0.07,Long,Low,Real Estate,Intermediate,High,Vacation,Home Renovation,Retirement,Yes
5207,16433.12,12502.15,3796.77,5,134.2,0.77,Long,High,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Retirement,Yes
5208,9821.56,9989.66,19.84,5,-187.95,0.39,Long,Moderate,Equity,Expert,High,Short-Term Savings,Car Purchase,Retirement,Yes
5209,17651.61,17587.05,1709.58,4,-1645.02,0.62,Medium,Moderate,Equity,Beginner,Low,Vacation,Car Purchase,Wealth Accumulation,Yes
5210,5251.84,3083.35,1081.7,2,1086.79,0.5,Short,High,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5211,19058.35,10625.74,8263.29,3,169.32,0.76,Short,Moderate,Money Market,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
5212,5937.89,6474.08,415.81,1,-952.01,0.78,Long,Moderate,Equity,Intermediate,High,Vacation,Home Renovation,Wealth Accumulation,No
5213,7871.97,6676.06,1055.03,4,140.88,0.22,Long,Moderate,Real Estate,Beginner,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5214,15611.46,16510.22,16.17,4,-914.93,0.39,Medium,High,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Retirement,Yes
5215,9087.59,4887.29,1518.14,4,2682.16,0.4,Long,High,Equity,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,Yes
5216,12947.8,10905.1,2933.84,4,-891.13,0.14,Long,High,Equity,Intermediate,High,Vacation,Education Fund,Retirement,No
5217,10002.32,8508.25,252.91,5,1241.16,0.72,Long,High,Equity,Intermediate,Low,Emergency Fund,Education Fund,Retirement,No
5218,15362.66,16276.07,232.41,2,-1145.82,0.28,Short,Low,Money Market,Intermediate,High,Vacation,Home Renovation,Retirement,No
5219,6109.96,3442.64,2516.52,4,150.8,0.07,Short,Low,Debt,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
5220,3052.24,2003.16,1254.22,4,-205.14,0.12,Short,Moderate,Debt,Intermediate,Low,Short-Term Savings,Education Fund,Retirement,No
5221,7398.73,5654.48,1036.68,4,707.58,0.41,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
5222,10537.56,11199.28,707.96,3,-1369.69,0.71,Long,High,Mutual Fund,Intermediate,High,Vacation,Education Fund,Retirement,No
5223,5024.36,5578.42,426.34,3,-980.4,0.5,Short,Moderate,Debt,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,No
5224,8386.35,9604.64,433.98,1,-1652.28,0.17,Medium,High,Debt,Beginner,High,Vacation,Education Fund,Retirement,No
5225,9199.69,10335.63,216.48,2,-1352.42,0.24,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Education Fund,Retirement,Yes
5226,3033.05,1528.24,1710.23,4,-205.41,0.78,Short,Moderate,Debt,Intermediate,Medium,Short-Term Savings,Education Fund,Retirement,Yes
5227,12499.53,6637.38,4966.59,1,895.56,0.04,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
5228,17918.18,10678.24,10558.23,1,-3318.29,0.8,Short,Low,Money Market,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
5229,4731.37,3438.57,1069.41,2,223.39,0.72,Long,Moderate,Equity,Expert,High,Vacation,Education Fund,Retirement,No
5230,12760.54,13263.91,1587.18,3,-2090.54,0.54,Long,Low,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Retirement,Yes
5231,13965.31,15085.69,1284.84,2,-2405.23,0.75,Long,Moderate,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Long-Term Security,Yes
5232,9548.02,5933.55,2747.86,1,866.62,0.12,Short,Low,Debt,Beginner,Low,Emergency Fund,Education Fund,Wealth Accumulation,Yes
5233,14619.76,13198.45,3457.22,2,-2035.91,0.75,Short,Low,Debt,Expert,Low,Short-Term Savings,Education Fund,Retirement,Yes
5234,9393.17,10297.59,254.31,3,-1158.73,0.17,Medium,Low,Mutual Fund,Beginner,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
5235,11083.47,8882.58,540.06,1,1660.83,0.44,Long,High,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,Yes
5236,2132.35,1209.69,573.6,2,349.06,0.39,Medium,High,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,No
5237,14450.96,11525.78,5487.56,4,-2562.38,0.41,Medium,High,Mutual Fund,Beginner,High,Vacation,Education Fund,Wealth Accumulation,No
5238,13904.17,10348.41,3173.01,4,382.74,0.21,Short,Moderate,Bonds,Intermediate,Low,Vacation,Home Renovation,Long-Term Security,Yes
5239,2691.22,2356.1,554.81,2,-219.69,0.62,Long,Moderate,Equity,Intermediate,Low,Vacation,Car Purchase,Long-Term Security,Yes
5240,8628.5,6774.48,2234.33,2,-380.31,0.59,Long,Moderate,Real Estate,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,No
5241,19622.57,10032.53,1791.66,3,7798.38,0.76,Long,Moderate,Real Estate,Intermediate,High,Emergency Fund,Education Fund,Retirement,Yes
5242,9573.26,10971.9,201.4,1,-1600.04,0.41,Long,High,Mutual Fund,Expert,Low,Emergency Fund,Home Renovation,Retirement,Yes
5243,11035.02,9416.19,2704.63,2,-1085.8,0.44,Medium,Moderate,Equity,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,No
5244,18378.74,14847.45,7005.17,1,-3473.88,0.72,Long,Moderate,Real Estate,Beginner,Medium,Emergency Fund,Home Renovation,Retirement,Yes
5245,14910.71,16707.47,199.17,4,-1995.93,0.74,Long,High,Equity,Intermediate,Medium,Emergency Fund,Car Purchase,Retirement,No
5246,12477.26,7502.69,3066.01,1,1908.56,0.52,Medium,Moderate,Mutual Fund,Expert,High,Short-Term Savings,Home Renovation,Retirement,No
5247,16360.48,10192.65,897.68,5,5270.15,0.66,Long,High,Equity,Intermediate,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5248,17558.59,18001.24,743.87,3,-1186.52,0.4,Long,High,Equity,Expert,Medium,Vacation,Car Purchase,Long-Term Security,No
5249,10223.99,6845.37,2043.32,3,1335.29,0.31,Short,Low,Debt,Expert,Low,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
5250,10551.95,10757.69,1029.74,1,-1235.48,0.69,Short,Low,Money Market,Beginner,Low,Vacation,Education Fund,Long-Term Security,No
5251,8948.92,6053.91,1080.16,3,1814.85,0.62,Long,Low,Equity,Expert,Medium,Short-Term Savings,Education Fund,Retirement,No
5252,19400.71,10118.87,2995.18,1,6286.67,0.19,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Home Renovation,Long-Term Security,Yes
5253,14548.99,12163.82,4118.58,1,-1733.42,0.04,Medium,Moderate,Mutual Fund,Intermediate,Medium,Emergency Fund,Education Fund,Retirement,No
5254,3498.02,2196.22,1926.63,4,-624.83,0.45,Medium,High,Equity,Expert,Low,Vacation,Home Renovation,Long-Term Security,Yes
5255,17533.27,17403.53,1176.79,1,-1047.04,0.67,Medium,Moderate,Mutual Fund,Intermediate,Medium,Vacation,Car Purchase,Long-Term Security,Yes
5256,10650.08,9763.78,2075.2,3,-1188.9,0.2,Long,High,Mutual Fund,Intermediate,High,Vacation,Home Renovation,Long-Term Security,No
5257,3237.57,3562.43,83.27,5,-408.13,0.61,Short,Low,Money Market,Expert,Low,Vacation,Education Fund,Long-Term Security,Yes
5258,11894.91,12001.28,2108.88,2,-2215.25,0.33,Short,Low,Bonds,Beginner,Low,Vacation,Car Purchase,Retirement,Yes
5259,9508.96,5871.82,3727.16,3,-90.02,0.27,Medium,High,Equity,Beginner,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,No
5260,17799.49,18157.31,2570.23,5,-2928.05,0.14,Long,High,Equity,Intermediate,High,Emergency Fund,Car Purchase,Wealth Accumulation,No
5261,5671.9,5201.87,79.18,3,390.85,0.75,Long,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5262,16876.36,15776.34,2678.49,5,-1578.47,0.18,Long,High,Real Estate,Intermediate,High,Short-Term Savings,Home Renovation,Retirement,No
5263,12038.4,12531.62,1010.09,3,-1503.31,0.22,Medium,Moderate,Mutual Fund,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
5264,2982.99,2604.1,285.81,2,93.07,0.27,Long,High,Equity,Intermediate,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
5265,19493.22,15651.15,2031.39,4,1810.67,0.23,Long,High,Mutual Fund,Intermediate,Medium,Vacation,Education Fund,Wealth Accumulation,No
5266,11227.07,10259.49,1863.62,4,-896.03,0.13,Long,High,Mutual Fund,Beginner,High,Emergency Fund,Home Renovation,Retirement,Yes
5267,7235.78,5019.26,2588.34,2,-371.81,0.28,Long,Low,Equity,Beginner,Medium,Vacation,Home Renovation,Retirement,Yes
5268,10449.32,6464.87,201.5,3,3782.95,0.38,Long,Moderate,Equity,Beginner,High,Vacation,Education Fund,Wealth Accumulation,Yes
5269,17441.44,15710.94,2961.15,5,-1230.65,0.44,Long,High,Equity,Intermediate,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
5270,7488.26,4882.35,699.49,1,1906.41,0.13,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,No
5271,5468.18,3018.13,497.4,3,1952.64,0.62,Long,Moderate,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,No
5272,4323.28,2163.2,1884.77,2,275.31,0.25,Long,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Retirement,No
5273,7361.47,6591.52,697.05,4,72.91,0.73,Medium,Moderate,Mutual Fund,Intermediate,High,Vacation,Car Purchase,Wealth Accumulation,No
5274,16040.87,11796.4,3285.72,4,958.74,0.26,Long,Low,Equity,Beginner,High,Emergency Fund,Home Renovation,Retirement,No
5275,10489.27,10373.91,796.75,3,-681.39,0.69,Medium,Moderate,Mutual Fund,Intermediate,High,Emergency Fund,Home Renovation,Retirement,No
5276,6094.67,4533.61,1802.37,5,-241.31,0.28,Short,Low,Bonds,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,No
5277,4991.33,4072.44,901.29,2,17.6,0.4,Long,High,Mutual Fund,Intermediate,High,Short-Term Savings,Home Renovation,Wealth Accumulation,No
5278,7989.13,6108.53,3351.32,2,-1470.72,0.3,Medium,Low,Equity,Expert,High,Vacation,Education Fund,Long-Term Security,Yes
5279,18918.64,17459.51,1847.49,5,-388.37,0.31,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,Yes
5280,8174.48,5979.55,2835.16,5,-640.23,0.49,Short,Low,Debt,Beginner,Medium,Vacation,Education Fund,Long-Term Security,No
5281,19786.23,22288.18,374.44,3,-2876.39,0.55,Long,Moderate,Mutual Fund,Beginner,Low,Vacation,Car Purchase,Long-Term Security,Yes
